,Boat,Trip Details,Dock Totals,Date
2,"Premier  H&M Landing  San Diego, CA",40 Anglers1/2 Day PM,"6 Sand Bass, 4 Sculpin, 197 Perch, 3 Calico Bass",2020-01-25
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",22 Anglers1/2 Day AM,"39 Sand Bass, 23 Sculpin, 4 Calico Bass",2020-01-25
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",24 Anglers1/2 Day AM,"8 Barred Sand Bass, 22 Blacksmith, 1 Halibut, 5 Sculpin, 1 Calico Bass",2020-01-25
0,"Sea Watch  Seaforth Sportfishing  San Diego, CA",10 Anglers1/2 Day AM,"5 Sand Bass, 5 Sculpin, 15 Calico Bass, 24 Calico Bass Released",2020-01-25
0,"Dolphin  Fisherman's Landing  San Diego, CA",22 Anglers1/2 Day AM,"32 Sand Bass, 29 Blacksmith Perch, 15 Sculpin, 2 Calico Bass",2020-01-26
1,"Dolphin  Fisherman's Landing  San Diego, CA",50 Anglers1/2 Day PM,"32 Sand Bass, 40 Blacksmith Perch, 15 Sculpin, 4 Calico Bass",2020-01-26
2,"Pacific Queen  Fisherman's Landing  San Diego, CA",34 Anglers1.5 Day,"10 Yellowtail, 2 Lingcod, 260 Rockfish",2020-01-26
3,"Tomahawk  Fisherman's Landing  San Diego, CA",17 Anglers1.5 Day,"11 Lingcod, 1 Bonito, 158 Rockfish",2020-01-26
0,"Jig Strike  H&M Landing  San Diego, CA",6 Anglers1/2 Day TwilightLocal,"12 Lobster, 85 Lobster Released",2020-01-26
1,"Premier  H&M Landing  San Diego, CA",15 Anglers1/2 Day PMLocal,"6 Sand Bass, 18 Sculpin, 35 Perch, 3 Calico Bass",2020-01-26
2,"Relentless  H&M Landing  San Diego, CA",12 Anglers1.5 DayMexican Waters,"4 Lingcod, 16 Whitefish, 100 Rockfish",2020-01-26
0,"Electra  Helgrens Sportfishing  Oceanside, CA",15 Anglers1/2 Day AM,"1 Sand Bass, 2 Sculpin, 2 Triggerfish, 30 Blue Perch, 1 Rock Sole, 18 Sanddab, 2 Sheephead Released, 20 Calico Bass Released",2020-01-26
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",32 Anglers1/2 Day AM,"21 Sand Bass, 16 Sculpin, 2 Triggerfish, 3 Calico Bass, 18 Sand Bass Released, 15 Calico Bass Released",2020-01-26
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",20 Anglers1/2 Day AM,"21 Barred Sand Bass, 19 Blacksmith, 10 Sculpin, 10 Calico Bass",2020-01-26
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",17 Anglers3/4 Day,"1 Sheephead, 1 Lingcod, 1 Bonito, 120 Rockfish, 47 Vermilion Rockfish",2020-01-26
0,"Dolphin  Fisherman's Landing  San Diego, CA",9 Anglers1/2 Day PM,"24 Sand Bass, 24 Blacksmith Perch, 11 Sculpin, 2 Calico Bass",2020-01-27
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",12 Anglers1/2 Day PM,"12 Barred Sand Bass, 24 Blacksmith, 4 Sculpin, 2 Calico Bass",2020-01-27
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",9 Anglers3/4 Day,"75 Rockfish, 15 Vermilion Rockfish",2020-01-27
1,"Pacific Voyager  Seaforth Sportfishing  San Diego, CA",18 Anglers1.5 Day,"87 Yellowtail, 90 Rockfish",2020-01-27
2,"Sea Watch  Seaforth Sportfishing  San Diego, CA",33 Anglers1/2 Day AM,"5 Sand Bass, 12 Blacksmith Perch, 2 Sculpin, 17 Calico Bass, 41 Calico Bass Released",2020-01-27
0,"Dolphin  Fisherman's Landing  San Diego, CA",8 Anglers1/2 Day AM,"19 Sand Bass, 31 Blacksmith Perch, 7 Sculpin",2020-01-28
1,"Dolphin  Fisherman's Landing  San Diego, CA",16 Anglers1/2 Day PM,"16 Sand Bass, 33 Blacksmith Perch, 14 Sculpin",2020-01-28
0,"Premier  H&M Landing  San Diego, CA",11 Anglers1/2 Day AMLocal,"3 Sand Bass, 5 Sculpin, 77 Perch, 1 Calico Bass",2020-01-28
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",19 Anglers3/4 Day,"3 Lingcod, 127 Rockfish, 60 Vermilion Rockfish",2020-01-28
1,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day AM,"4 Sand Bass, 12 Blacksmith Perch, 11 Calico Bass, 26 Calico Bass Released",2020-01-28
0,"Dolphin  Fisherman's Landing  San Diego, CA",24 Anglers1/2 Day AM,"40 Sand Bass, 1 Halibut, 4 Sculpin, 6 Halibut Released",2020-01-29
0,"Jig Strike  H&M Landing  San Diego, CA",9 Anglers1/2 Day Twilight,"9 Lobster, 47 Lobster Released",2020-01-29
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",19 Anglers1/2 Day AM,"20 Sand Bass, 2 Sculpin, 6 Sand Bass Released, 2 Calico Bass Released",2020-01-29
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",13 Anglers3/4 Day,"25 Whitefish, 90 Rockfish, 15 Vermilion Rockfish",2020-01-29
0,"Dolphin  Fisherman's Landing  San Diego, CA",18 Anglers1/2 Day AM,"6 Sand Bass, 4 Sculpin",2020-01-30
1,"Dolphin  Fisherman's Landing  San Diego, CA",24 Anglers1/2 Day PM,"34 Sand Bass, 96 Blacksmith Perch, 18 Sculpin",2020-01-30
0,"Jig Strike  H&M Landing  San Diego, CA",9 Anglers1/2 Day Twilight,"12 Lobster, 83 Lobster Released",2020-01-30
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",10 Anglers1/2 Day AM,"39 Sand Bass, 32 Sculpin, 4 Calico Bass, 15 Sand Bass Released, 10 Calico Bass Released",2020-01-30
0,"Sea Watch  Seaforth Sportfishing  San Diego, CA",13 Anglers1/2 Day AM,"4 Sand Bass, 2 Sculpin, 11 Calico Bass, 26 Calico Bass Released",2020-01-30
0,"Dolphin  Fisherman's Landing  San Diego, CA",11 Anglers1/2 Day AM,"18 Sand Bass, 29 Blacksmith Perch, 3 Sculpin, 1 Triggerfish, 2 Calico Bass",2020-01-31
1,"Dolphin  Fisherman's Landing  San Diego, CA",9 Anglers1/2 Day PM,"8 Sand Bass, 2 Sculpin, 1 Calico Bass",2020-01-31
0,"Jig Strike  H&M Landing  San Diego, CA",7 Anglers1/2 Day Twilight,"9 Lobster, 55 Lobster Released",2020-01-31
0,"Electra  Helgrens Sportfishing  Oceanside, CA",14 Anglers1/2 Day AM,"1 Sand Bass, 7 Sanddab, 1 Sheephead Released, 12 Whitefish Released, 30 Rockfish Released",2020-01-31
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",15 Anglers1/2 Day AM,"4 Sand Bass, 14 Sculpin, 1 Calico Bass, 12 Sand Bass Released, 6 Sheephead Released, 25 Calico Bass Released",2020-01-31
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",14 Anglers1/2 Day AM,"5 Barred Sand Bass, 12 Blacksmith, 10 Sculpin, 8 Calico Bass",2020-01-31
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",29 Anglers3/4 Day,"47 Whitefish, 230 Rockfish, 13 Vermilion Rockfish",2020-01-31
0,"Dolphin  Fisherman's Landing  San Diego, CA",35 Anglers1/2 Day PM,"37 Sand Bass, 103 Blacksmith Perch, 1 Halibut, 21 Sculpin",2020-02-01
0,"Premier  H&M Landing  San Diego, CA",48 Anglers1/2 Day AM,"3 Sand Bass, 5 Sculpin, 73 Perch, 3 Calico Bass",2020-02-01
1,"Premier  H&M Landing  San Diego, CA",42 Anglers1/2 Day PM,"5 Sand Bass, 17 Sculpin, 131 Perch, 7 Calico Bass",2020-02-01
0,"Electra  Helgrens Sportfishing  Oceanside, CA",22 Anglers1/2 Day AM,35 Sculpin,2020-02-01
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",35 Anglers1/2 Day AM,107 Sculpin,2020-02-01
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",35 Anglers1/2 Day AM,"9 Barred Sand Bass, 43 Blacksmith, 6 Sculpin",2020-02-01
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",28 Anglers3/4 Day,"41 Whitefish, 187 Rockfish",2020-02-01
1,"Sea Watch  Seaforth Sportfishing  San Diego, CA",16 Anglers1/2 Day AM,"5 Sand Bass, 5 Sculpin, 5 Calico Bass, 15 Calico Bass Released",2020-02-01
0,"Dolphin  Fisherman's Landing  San Diego, CA",23 Anglers1/2 Day PM,"25 Sand Bass, 36 Blacksmith Perch, 12 Sculpin, 3 Calico Bass",2020-02-02
1,"Dolphin  Fisherman's Landing  San Diego, CA",42 Anglers1/2 Day AM,"38 Sand Bass, 85 Blacksmith Perch, 21 Sculpin, 6 Calico Bass",2020-02-02
2,"Pacific Queen  Fisherman's Landing  San Diego, CA",33 Anglers1.5 Day,"23 Yellowtail, 11 Lingcod, 150 Rockfish, 120 Vermilion Rockfish",2020-02-02
3,"Tomahawk  Fisherman's Landing  San Diego, CA",13 Anglers1.5 Day,"19 Lingcod (up to 35 pounds), 6 Bonito, 65 Rockfish",2020-02-02
0,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day TwilightLocal,"8 Lobster, 59 Lobster Released",2020-02-02
1,"Premier  H&M Landing  San Diego, CA",22 Anglers1/2 Day AMLocal,"30 Sand Bass, 33 Sculpin, 70 Perch, 3 Calico Bass",2020-02-02
2,"Premier  H&M Landing  San Diego, CA",17 Anglers1/2 Day PM,"20 Sand Bass, 22 Sculpin, 68 Perch, 6 Calico Bass",2020-02-02
0,"Electra  Helgrens Sportfishing  Oceanside, CA",19 Anglers1/2 Day AM,"21 Sculpin, 10 Sculpin Released",2020-02-02
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",17 Anglers1/2 Day AM,"9 Sand Bass, 22 Sculpin, 1 Triggerfish, 2 Calico Bass",2020-02-02
0,"Vagabond  Point Loma Sportfishing  San Diego, CA",26 Anglers1.5 Day,"35 Yellowtail, 12 Lingcod, 96 Rockfish, 90 Red Rockfish",2020-02-02
0,"Sea Watch  Seaforth Sportfishing  San Diego, CA",10 Anglers1/2 Day AM,"9 Sand Bass, 1 Sculpin, 22 Calico Bass, 31 Calico Bass Released",2020-02-02
0,"Premier  H&M Landing  San Diego, CA",19 Anglers1/2 Day AMLocal,"15 Sand Bass, 7 Sculpin, 30 Perch",2020-02-03
0,"Premier  H&M Landing  San Diego, CA",19 Anglers1/2 Day AMLocal,"15 Sand Bass, 7 Sculpin, 30 Perch",2020-02-04
0,"Dolphin  Fisherman's Landing  San Diego, CA",17 Anglers1/2 Day AM,"9 Sand Bass, 1 Halibut, 6 Sculpin, 13 Halibut Released",2020-02-05
0,"Premier  H&M Landing  San Diego, CA",8 Anglers1/2 Day AM,"2 Sculpin, 55 Perch, 1 Calico Bass",2020-02-05
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",17 Anglers1/2 Day AM,"16 Sand Bass, 9 Sculpin, 1 Triggerfish, 4 Calico Bass, 28 Sand Bass Released, 20 Calico Bass Released",2020-02-05
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",16 Anglers3/4 Day,"130 Rockfish, 30 Vermilion Rockfish",2020-02-05
0,"Dolphin  Fisherman's Landing  San Diego, CA",15 Anglers1/2 Day PM,"39 Sand Bass, 38 Blacksmith Perch, 10 Sculpin, 12 Calico Bass",2020-02-06
1,"Dolphin  Fisherman's Landing  San Diego, CA",8 Anglers1/2 Day AM,"12 Sand Bass, 26 Blacksmith Perch, 3 Sculpin",2020-02-06
0,"Easter B  H&M Landing  San Diego, CA",4 AnglersFull Day,"2 Sculpin, 2 Sheephead, 18 Whitefish, 18 Rockfish",2020-02-06
1,"Premier  H&M Landing  San Diego, CA",18 Anglers1/2 Day PM,"42 Sand Bass, 1 Halibut, 33 Sculpin, 99 Perch, 4 Calico Bass",2020-02-06
2,"Relentless  H&M Landing  San Diego, CA",16 AnglersOvernight,"2 Lingcod, 158 Rockfish",2020-02-06
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",15 Anglers1/2 Day AM,"13 Sand Bass, 60 Sculpin, 1 Triggerfish, 16 Sand Bass Released, 18 Calico Bass Released",2020-02-06
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",10 Anglers3/4 Day,"75 Rockfish, 25 Vermilion Rockfish",2020-02-06
1,"Pacific Voyager  Seaforth Sportfishing  San Diego, CA",12 Anglers2.5 Day,"5 Yellowtail, 120 Vermilion Rockfish",2020-02-06
2,"Sea Watch  Seaforth Sportfishing  San Diego, CA",6 Anglers1/2 Day AM,"10 Sand Bass, 4 Sculpin, 4 Calico Bass, 6 Calico Bass Released",2020-02-06
0,"Dolphin  Fisherman's Landing  San Diego, CA",9 Anglers1/2 Day AM,"9 Sand Bass, 22 Blacksmith Perch, 3 Sculpin",2020-02-07
1,"Dolphin  Fisherman's Landing  San Diego, CA",18 Anglers1/2 Day PM,"24 Sand Bass, 41 Blacksmith Perch, 10 Sculpin",2020-02-07
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",21 Anglers1/2 Day AM,"6 Sand Bass, 105 Sculpin, 1 Calico Bass, 8 Sand Bass Released, 12 Calico Bass Released",2020-02-07
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",17 Anglers1/2 Day AM,"17 Barred Sand Bass, 49 Blacksmith, 5 Sculpin, 3 Calico Bass",2020-02-07
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",19 Anglers3/4 Day,"150 Rockfish, 40 Vermilion Rockfish",2020-02-07
1,"Sea Watch  Seaforth Sportfishing  San Diego, CA",8 Anglers1/2 Day AM,"21 Sand Bass, 5 Sculpin, 4 Calico Bass, 10 Calico Bass Released",2020-02-07
0,"Dolphin  Fisherman's Landing  San Diego, CA",29 Anglers1/2 Day AM,"21 Sand Bass, 51 Blacksmith Perch, 10 Sculpin",2020-02-08
1,"Dolphin  Fisherman's Landing  San Diego, CA",31 Anglers1/2 Day PM,"31 Sand Bass, 84 Blacksmith Perch, 22 Sculpin, 6 Calico Bass",2020-02-08
0,"Jig Strike  H&M Landing  San Diego, CA",8 Anglers1/2 Day Twilight,"5 Lobster, 4 Rock Crab, 29 Lobster Released",2020-02-08
1,"Premier  H&M Landing  San Diego, CA",48 Anglers1/2 Day AM,"17 Sand Bass, 18 Sculpin, 215 Perch",2020-02-08
2,"Premier  H&M Landing  San Diego, CA",34 Anglers1/2 Day PM,"40 Sand Bass, 31 Sculpin, 150 Perch, 4 Calico Bass",2020-02-08
0,"Electra  Helgrens Sportfishing  Oceanside, CA",45 Anglers1/2 Day AM,"1 Sand Bass, 4 Sculpin",2020-02-08
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",26 Anglers1/2 Day AM,130 Sculpin,2020-02-08
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",24 Anglers1/2 Day AM,"27 Barred Sand Bass, 72 Blacksmith, 8 Sculpin, 4 Calico Bass",2020-02-08
1,"Josie Lynn  Point Loma Sportfishing  San Diego, CA",4 Anglers1/2 Day Twilight,"2 Barred Sand Bass, 2 Sculpin, 1 Lobster, 20 Lobster Released",2020-02-08
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",28 Anglers3/4 Day,"1 Lingcod, 22 Whitefish, 175 Rockfish, 50 Vermilion Rockfish",2020-02-08
1,"Sea Watch  Seaforth Sportfishing  San Diego, CA",24 Anglers1/2 Day AM,"8 Sand Bass, 4 Sculpin, 7 Calico Bass, 20 Calico Bass Released",2020-02-08
0,"Jig Strike  H&M Landing  San Diego, CA",9 Anglers1/2 Day TwilightLocal,"4 Lobster, 20 Lobster Released",2020-02-09
1,"Premier  H&M Landing  San Diego, CA",35 Anglers1/2 Day AMLocal,"10 Sand Bass, 9 Sculpin, 88 Perch",2020-02-09
2,"Premier  H&M Landing  San Diego, CA",25 Anglers1/2 Day PMLocal,"8 Sand Bass, 9 Sculpin, 47 Perch",2020-02-09
3,"Relentless  H&M Landing  San Diego, CA",12 Anglers1.5 DayMexican Waters,"12 Lingcod, 48 Rockfish, 50 Red Rockfish",2020-02-09
0,"Electra  Helgrens Sportfishing  Oceanside, CA",19 Anglers1/2 Day AM,"2 Sculpin, 1 Blue Perch",2020-02-09
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",19 Anglers1/2 Day AM,"7 Barred Sand Bass, 1 Sculpin, 2 Calico Bass",2020-02-09
1,"Vagabond  Point Loma Sportfishing  San Diego, CA",28 Anglers1.5 Day,"36 Lingcod, 123 Rockfish, 97 Red Rockfish",2020-02-09
0,"Dolphin  Fisherman's Landing  San Diego, CA",13 Anglers1/2 Day PM,"19 Sand Bass, 20 Blacksmith Perch, 2 Sculpin",2020-02-10
0,"Sea Watch  Seaforth Sportfishing  San Diego, CA",13 Anglers1/2 Day AM,"9 Sand Bass, 4 Sculpin, 6 Calico Bass, 12 Calico Bass Released",2020-02-10
0,"Sea Watch  Seaforth Sportfishing  San Diego, CA",16 Anglers1/2 Day AM,"5 Sand Bass, 1 Halibut, 4 Sculpin, 2 Calico Bass, 14 Calico Bass Released",2020-02-11
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",32 Anglers1/2 Day AM,153 Sculpin,2020-02-12
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",17 Anglers3/4 Day,"10 Whitefish, 145 Rockfish, 15 Vermilion Rockfish",2020-02-12
0,"Dolphin  Fisherman's Landing  San Diego, CA",12 Anglers1/2 Day AM,"12 Sand Bass, 35 Blacksmith Perch, 3 Sculpin",2020-02-13
1,"Dolphin  Fisherman's Landing  San Diego, CA",32 Anglers1/2 Day PM,"31 Sand Bass, 125 Blacksmith Perch, 35 Sculpin, 8 Calico Bass",2020-02-13
0,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",16 Anglers1/2 Day AM,"2 Sand Bass, 7 Sculpin, 10 Blue Perch, 36 Sand Bass Released, 5 Sculpin Released, 5 Calico Bass Released",2020-02-13
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",13 Anglers1/2 Day AM,"9 Sand Bass, 37 Sculpin, 13 Sand Bass Released, 7 Calico Bass Released",2020-02-13
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",18 Anglers3/4 Day,"1 Lingcod, 134 Rockfish, 45 Vermilion Rockfish",2020-02-13
1,"Sea Watch  Seaforth Sportfishing  San Diego, CA",13 Anglers1/2 Day AM,"17 Sand Bass, 6 Sculpin, 9 Calico Bass, 25 Calico Bass Released",2020-02-13
0,"Dolphin  Fisherman's Landing  San Diego, CA",12 Anglers1/2 Day AM,"15 Sand Bass, 48 Blacksmith Perch, 18 Sculpin, 4 Calico Bass",2020-02-14
1,"Dolphin  Fisherman's Landing  San Diego, CA",14 Anglers1/2 Day PM,"27 Sand Bass, 69 Blacksmith Perch, 14 Sculpin",2020-02-14
0,"Premier  H&M Landing  San Diego, CA",14 Anglers1/2 Day AMLocal,"15 Sand Bass, 16 Sculpin, 20 Perch",2020-02-14
1,"Premier  H&M Landing  San Diego, CA",23 Anglers1/2 Day PMLocal,"4 Sand Bass, 11 Sculpin, 107 Perch, 7 Calico Bass",2020-02-14
0,"Oceanside 95  Helgrens Sportfishing  Oceanside, CA",13 Anglers1/2 Day AM,"2 Halibut, 1 Sculpin, 1 Triggerfish, 6 Blue Perch",2020-02-14
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",18 Anglers1/2 Day AM,"20 Sand Bass, 88 Sculpin, 1 Triggerfish, 5 Calico Bass, 20 Sand Bass Released, 18 Calico Bass Released",2020-02-14
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",20 Anglers1/2 Day AM,"31 Barred Sand Bass, 5 Sculpin, 5 Calico Bass",2020-02-14
0,"Sea Watch  Seaforth Sportfishing  San Diego, CA",14 Anglers1/2 Day AM,"5 Sculpin, 12 Calico Bass, 21 Calico Bass Released",2020-02-14
0,"Dolphin  Fisherman's Landing  San Diego, CA",20 Anglers1/2 Day AM,"22 Sand Bass, 19 Sculpin, 1 Yellowtail",2020-02-15
1,"Dolphin  Fisherman's Landing  San Diego, CA",42 Anglers1/2 Day PM,"32 Sand Bass, 121 Blacksmith Perch, 23 Sculpin",2020-02-15
0,"Jig Strike  H&M Landing  San Diego, CA",9 AnglersOvernightLocal,"11 Lobster, 5 Spider Crab, 79 Lobster Released",2020-02-15
1,"Premier  H&M Landing  San Diego, CA",29 Anglers1/2 Day AMLocal,"6 Sand Bass, 5 Sculpin, 30 Perch",2020-02-15
2,"Premier  H&M Landing  San Diego, CA",40 Anglers1/2 Day PMLocal,"12 Sand Bass, 20 Sculpin, 80 Perch",2020-02-15
0,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",30 Anglers1/2 Day AM,25 Sculpin,2020-02-15
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",37 Anglers1/2 Day AM,56 Sculpin,2020-02-15
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",17 Anglers1/2 Day AM,"25 Barred Sand Bass, 14 Sculpin, 3 Calico Bass",2020-02-15
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",26 Anglers3/4 Day,"36 Whitefish, 193 Rockfish, 31 Vermilion Rockfish",2020-02-15
1,"Sea Watch  Seaforth Sportfishing  San Diego, CA",18 Anglers1/2 Day AM,"5 Sand Bass, 2 Sculpin, 12 Calico Bass, 20 Calico Bass Released",2020-02-15
0,"Dolphin  Fisherman's Landing  San Diego, CA",61 Anglers1/2 Day AM,"11 Sand Bass, 30 Blacksmith Perch, 1 Halibut, 9 Sculpin",2020-02-16
1,"Dolphin  Fisherman's Landing  San Diego, CA",69 Anglers1/2 Day PM,"10 Sand Bass, 18 Sculpin",2020-02-16
2,"Pacific Queen  Fisherman's Landing  San Diego, CA",33 Anglers1.5 Day,"15 Yellowtail, 7 Lingcod, 165 Rockfish, 72 Vermilion Rockfish",2020-02-16
0,"Jig Strike  H&M Landing  San Diego, CA",8 Anglers1/2 Day Twilight,"14 Lobster, 44 Lobster Released",2020-02-16
1,"Premier  H&M Landing  San Diego, CA",41 Anglers1/2 Day AM,"2 Sand Bass, 6 Sculpin, 85 Perch, 1 Calico Bass, 1 Bonito",2020-02-16
2,"Premier  H&M Landing  San Diego, CA",48 Anglers1/2 Day PM,"17 Sand Bass, 6 Sculpin, 55 Perch",2020-02-16
0,"Sea Trek  Helgrens Sportfishing  Oceanside, CA",15 Anglers1/2 Day AM,47 Sculpin,2020-02-16
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",14 Anglers1/2 Day Twilight,"45 Sand Bass, 70 Sculpin, 6 Calico Bass",2020-02-16
1,"Chubasco II  Oceanside Sea Center  Oceanside, CA",38 Anglers1/2 Day AM,"22 Sand Bass, 60 Sculpin, 3 Calico Bass, 20 Sand Bass Released, 10 Calico Bass Released",2020-02-16
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",18 Anglers1/2 Day AM,"24 Barred Sand Bass, 20 Sculpin, 6 Calico Bass",2020-02-16
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",24 Anglers3/4 Day,"230 Rockfish, 10 Vermilion Rockfish",2020-02-16
1,"Sea Watch  Seaforth Sportfishing  San Diego, CA",25 Anglers1/2 Day AM,"1 Sand Bass, 4 Sculpin, 2 Calico Bass, 15 Calico Bass Released",2020-02-16
0,"Dolphin  Fisherman's Landing  San Diego, CA",43 Anglers1/2 Day AM,"24 Sand Bass, 212 Blacksmith Perch, 1 Halibut, 9 Sculpin, 11 Calico Bass",2020-02-17
1,"Dolphin  Fisherman's Landing  San Diego, CA",37 Anglers1/2 Day PM,"15 Sand Bass, 151 Blacksmith Perch, 13 Sculpin, 5 Calico Bass",2020-02-17
2,"Tomahawk  Fisherman's Landing  San Diego, CA",11 Anglers1.5 Day,"8 Lingcod, 55 Rockfish",2020-02-17
0,"Jig Strike  H&M Landing  San Diego, CA",9 Anglers1/2 Day TwilightLocal,"12 Lobster, 45 Lobster Released",2020-02-17
1,"Premier  H&M Landing  San Diego, CA",36 Anglers1/2 Day AMLocal,"5 Sand Bass, 5 Sculpin, 81 Perch, 2 Calico Bass",2020-02-17
0,"Oceanside 95  Helgrens Sportfishing  Oceanside, CA",12 Anglers1/2 Day AM,"5 Blacksmith, 4 Blue Perch, 3 Calico Bass, 3 Sand Bass Released, 35 Calico Bass Released",2020-02-17
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",35 Anglers1/2 Day AM,"15 Sand Bass, 69 Sculpin, 4 Calico Bass",2020-02-17
0,"Mission Belle  Point Loma Sportfishing  San Diego, CA",15 AnglersFull Day,"5 Bonito, 70 Rockfish, 75 Red Rockfish",2020-02-17
0,"Sea Watch  Seaforth Sportfishing  San Diego, CA",17 Anglers1/2 Day AM,"11 Sand Bass, 4 Sculpin, 30 Calico Bass, 20 Calico Bass Released",2020-02-17
0,"Dolphin  Fisherman's Landing  San Diego, CA",25 Anglers1/2 Day AM,"5 Sand Bass, 77 Blacksmith Perch, 3 Sculpin, 2 Calico Bass",2020-02-18
1,"Dolphin  Fisherman's Landing  San Diego, CA",8 Anglers1/2 Day PM,"11 Sand Bass, 27 Blacksmith Perch, 9 Sculpin, 5 Calico Bass",2020-02-18
0,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day TwilightLocal,"8 Lobster, 40 Lobster Released",2020-02-18
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",13 Anglers3/4 Day,"110 Rockfish, 20 Vermilion Rockfish",2020-02-18
1,"Sea Watch  Seaforth Sportfishing  San Diego, CA",9 Anglers1/2 Day AM,"4 Sand Bass, 3 Calico Bass, 12 Calico Bass Released",2020-02-18
0,"Daily Double  Point Loma Sportfishing  San Diego, CA",28 Anglers1/2 Day AM,"27 Barred Sand Bass, 28 Blacksmith, 1 Sculpin",2020-02-19
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",7 Anglers3/4 Day,"40 Rockfish, 30 Vermilion Rockfish",2020-02-19
0,"Premier  H&M Landing  San Diego, CA",20 Anglers1/2 Day PM,"3 Sand Bass, 5 Sculpin, 80 Perch, 3 Calico Bass",2020-02-20
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",20 Anglers1/2 Day AM,"14 Sand Bass, 51 Sculpin, 3 Calico Bass, 17 Sand Bass Released, 14 Calico Bass Released",2020-02-20
0,"New Seaforth  Seaforth Sportfishing  San Diego, CA",10 Anglers3/4 Day,"85 Rockfish, 15 Vermilion Rockfish",2020-02-20
1,"Sea Watch  Seaforth Sportfishing  San Diego, CA",13 Anglers1/2 Day AM,"12 Sand Bass, 4 Sculpin, 9 Calico Bass, 21 Calico Bass Released",2020-02-20
0,"Dolphin  Fisherman's Landing  San Diego, CA",29 Anglers1/2 Day AM,"6 Sand Bass, 51 Blacksmith Perch, 3 Sculpin",2020-02-21
1,"Dolphin  Fisherman's Landing  San Diego, CA",15 Anglers1/2 Day PM,"8 Sand Bass, 30 Blacksmith Perch, 8 Sculpin",2020-02-21
0,"Jig Strike  H&M Landing  San Diego, CA",10 Anglers1/2 Day Twilight,"2 Lobster, 17 Lobster Released",2020-02-21
1,"Premier  H&M Landing  San Diego, CA",17 Anglers1/2 Day AM,"3 Sand Bass, 2 Sculpin, 40 Perch, 2 Calico Bass",2020-02-21
0,"Oceanside 95  Helgrens Sportfishing  Oceanside, CA",15 Anglers1/2 Day AM,"1 Sand Bass, 1 Sculpin, 2 Blue Perch, 2 Sanddab, 40 Calico Bass Released",2020-02-21
0,"Chubasco II  Oceanside Sea Center  Oceanside, CA",22 Anglers1/2 Day AM,"15 Sand Bass, 45 Sculpin, 5 Calico Bass, 11 Sand Bass Released, 5 Sheephead Released, 10 Calico Bass Released",2020-02-21
